tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,extra,mta_tax,improvement_surcharge,total_amount,congestion_surcharge,trip_duration,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
2024-10-17 00:24:49,2024-10-17 00:34:07,1.0,2.29,161,113,12.8,1.0,0.5,1.0,23.14,2.5,558.0,40.75802804352629,-73.97769793122407,40.732579073027026,-73.99430477051166
2024-10-17 00:24:52,2024-10-17 00:59:10,1.0,5.09,161,129,32.4,1.0,0.5,1.0,48.62,2.5,2058.0,40.75802804352629,-73.97769793122407,40.75731206303918,-73.8853172406108
2024-10-17 00:24:56,2024-10-17 00:41:25,1.0,2.38,161,68,13.82,0.0,0.5,1.0,17.82,2.5,989.0,40.75802804352629,-73.97769793122407,40.74842755506573,-73.99991742024713
2024-10-17 00:25:07,2024-10-17 00:30:39,1.0,0.43,161,162,6.5,1.0,0.5,1.0,14.38,2.5,332.0,40.75802804352629,-73.97769793122407,40.75668765218882,-73.97235594352027
2024-10-17 00:26:43,2024-10-17 00:36:17,1.0,1.08,161,229,9.3,1.0,0.5,1.0,14.3,2.5,574.0,40.75802804352629,-73.97769793122407,40.75672894163307,-73.96514579918423
2024-10-17 00:27:04,2024-10-17 00:33:31,1.0,1.93,161,114,10.7,1.0,0.5,1.0,19.62,2.5,387.0,40.75802804352629,-73.97769793122407,40.7283403913723,-73.99738026020042
2024-10-17 00:27:08,2024-10-17 00:38:25,1.0,2.47,161,262,14.2,1.0,0.5,1.0,19.2,2.5,677.0,40.75802804352629,-73.97769793122407,40.775932403149966,-73.94651035601466
2024-10-17 00:28:39,2024-10-17 00:37:10,1.0,1.36,161,246,9.05,0.0,0.5,1.0,13.05,2.5,511.0,40.75802804352629,-73.97769793122407,40.753309065983466,-74.00401512528673
2024-10-17 00:29:03,2024-10-17 00:47:29,1.0,5.55,161,231,19.4,0.0,0.5,1.0,23.4,2.5,1106.0,40.75802804352629,-73.97769793122407,40.717772736265175,-74.00787970866406
2024-10-17 00:29:11,2024-10-17 00:54:39,1.0,7.73,161,33,35.2,1.0,0.5,1.0,48.24,2.5,1528.0,40.75802804352629,-73.97769793122407,40.69579822121127,-73.9952501199663
2024-10-17 00:29:20,2024-10-17 00:41:15,1.0,1.9,161,90,12.62,0.0,0.5,1.0,16.62,2.5,715.0,40.75802804352629,-73.97769793122407,40.74227862901229,-73.99697141558367
2024-10-17 00:29:24,2024-10-17 00:44:37,1.0,2.74,161,107,13.92,0.0,0.5,1.0,17.92,2.5,913.0,40.75802804352629,-73.97769793122407,40.73682405761895,-73.9840521326891
2024-10-17 00:29:33,2024-10-17 00:37:00,1.0,1.79,161,237,10.0,1.0,0.5,1.0,18.0,2.5,447.0,40.75802804352629,-73.97769793122407,40.76861518381157,-73.96563453538069
2024-10-17 00:30:46,2024-10-17 00:44:07,1.0,2.62,161,238,15.7,0.0,0.5,1.0,19.7,2.5,801.0,40.75802804352629,-73.97769793122407,40.79170493442707,-73.97304890061592
2024-10-17 00:30:46,2024-10-17 00:44:07,1.0,2.62,161,238,0.12,0.0,0.5,1.0,3.88,2.5,801.0,40.75802804352629,-73.97769793122407,40.79170493442707,-73.97304890061592
2024-10-17 00:30:51,2024-10-17 00:41:51,1.0,3.62,161,74,16.3,1.0,0.5,1.0,23.3,2.5,660.0,40.75802804352629,-73.97769793122407,40.80116948058648,-73.93734560812489
2024-10-17 00:30:57,2024-10-17 00:38:32,5.0,1.14,161,163,9.3,1.0,0.5,1.0,19.38,2.5,455.0,40.75802804352629,-73.97769793122407,40.76442140578678,-73.97756868222714
2024-10-17 00:31:46,2024-10-17 00:47:46,1.0,4.86,161,74,25.32,0.0,0.5,1.0,29.32,2.5,960.0,40.75802804352629,-73.97769793122407,40.80116948058648,-73.93734560812489
